기간	자치구	세대	인구	인구	인구	인구	인구	인구	인구	인구	인구	인구밀도	인구밀도	세대당인구	65세이상고령자
기간	자치구	세대	합계	합계	합계	한국인	한국인	한국인	등록외국인	등록외국인	등록외국인	인구밀도	인구밀도	세대당인구	65세이상고령자
기간	자치구	세대	계	남자	여자	계	남자	여자	계	남자	여자	인구밀도(명/㎢)	면적(㎢)	세대당인구	65세이상고령자
2017	합계	4,220,082.0	10,124,579.0	4,957,857.0	5,166,722.0	9,857,426.0	4,830,206.0	5,027,220.0	267,153.0	127,651.0	139,502.0	-	-	2.3	1,365,126.0
2017	종로구	73,594.0	164,257.0	80,094.0	84,163.0	154,770.0	75,967.0	78,803.0	9,487.0	4,127.0	5,360.0	-	-	2.1	26,182.0
2017	중구	60,412.0	134,593.0	66,337.0	68,256.0	125,709.0	62,253.0	63,456.0	8,884.0	4,084.0	4,800.0	-	-	2.1	21,384.0
2017	용산구	107,666.0	244,444.0	119,423.0	125,021.0	229,161.0	110,878.0	118,283.0	15,283.0	8,545.0	6,738.0	-	-	2.1	36,882.0
2017	성동구	132,902.0	312,711.0	154,077.0	158,634.0	304,808.0	150,368.0	154,440.0	7,903.0	3,709.0	4,194.0	-	-	2.3	41,273.0
2017	광진구	160,798.0	372,298.0	180,645.0	191,653.0	357,703.0	174,414.0	183,289.0	14,595.0	6,231.0	8,364.0	-	-	2.2	43,953.0
2017	동대문구	159,938.0	366,011.0	181,185.0	184,826.0	350,647.0	175,324.0	175,323.0	15,364.0	5,861.0	9,503.0	-	-	2.2	55,718.0
2017	중랑구	179,132.0	412,780.0	205,125.0	207,655.0	408,226.0	203,325.0	204,901.0	4,554.0	1,800.0	2,754.0	-	-	2.3	59,262.0
2017	성북구	187,112.0	455,407.0	221,103.0	234,304.0	444,055.0	216,556.0	227,499.0	11,352.0	4,547.0	6,805.0	-	-	2.4	66,251.0
2017	강북구	142,533.0	328,002.0	160,252.0	167,750.0	324,479.0	158,918.0	165,561.0	3,523.0	1,334.0	2,189.0	-	-	2.3	56,530.0
2017	도봉구	137,378.0	346,234.0	169,553.0	176,681.0	344,166.0	168,759.0	175,407.0	2,068.0	794.0	1,274.0	-	-	2.5	53,488.0
2017	노원구	217,619.0	558,075.0	271,025.0	287,050.0	554,403.0	269,508.0	284,895.0	3,672.0	1,517.0	2,155.0	-	-	2.6	74,243.0
2017	은평구	202,839.0	491,202.0	238,223.0	252,979.0	486,794.0	236,353.0	250,441.0	4,408.0	1,870.0	2,538.0	-	-	2.4	74,559.0
2017	서대문구	137,266.0	325,028.0	155,250.0	169,778.0	312,800.0	151,144.0	161,656.0	12,228.0	4,106.0	8,122.0	-	-	2.3	49,266.0
2017	마포구	169,408.0	385,783.0	183,248.0	202,535.0	374,915.0	178,939.0	195,976.0	10,868.0	4,309.0	6,559.0	-	-	2.2	49,615.0
2017	양천구	176,649.0	475,018.0	234,279.0	240,739.0	471,154.0	232,518.0	238,636.0	3,864.0	1,761.0	2,103.0	-	-	2.7	55,234.0
2017	강서구	254,257.0	608,255.0	296,175.0	312,080.0	601,691.0	292,989.0	308,702.0	6,564.0	3,186.0	3,378.0	-	-	2.4	76,032.0
2017	구로구	171,570.0	441,559.0	221,386.0	220,173.0	410,742.0	204,003.0	206,739.0	30,817.0	17,383.0	13,434.0	-	-	2.4	58,794.0
2017	금천구	106,066.0	253,491.0	129,775.0	123,716.0	235,154.0	119,497.0	115,657.0	18,337.0	10,278.0	8,059.0	-	-	2.2	34,170.0
2017	영등포구	167,355.0	402,024.0	202,400.0	199,624.0	368,550.0	183,975.0	184,575.0	33,474.0	18,425.0	15,049.0	-	-	2.2	53,981.0
2017	동작구	172,995.0	408,493.0	198,827.0	209,666.0	396,217.0	193,255.0	202,962.0	12,276.0	5,572.0	6,704.0	-	-	2.3	57,255.0
2017	관악구	255,352.0	520,929.0	262,006.0	258,923.0	503,297.0	253,661.0	249,636.0	17,632.0	8,345.0	9,287.0	-	-	2.0	70,046.0
2017	서초구	173,594.0	445,401.0	213,422.0	231,979.0	441,102.0	211,236.0	229,866.0	4,299.0	2,186.0	2,113.0	-	-	2.5	53,205.0
2017	강남구	231,612.0	561,052.0	268,941.0	292,111.0	556,164.0	266,442.0	289,722.0	4,888.0	2,499.0	2,389.0	-	-	2.4	65,060.0
2017	송파구	264,628.0	671,173.0	326,407.0	344,766.0	664,496.0	323,147.0	341,349.0	6,677.0	3,260.0	3,417.0	-	-	2.5	76,582.0
2017	강동구	177,407.0	440,359.0	218,699.0	221,660.0	436,223.0	216,777.0	219,446.0	4,136.0	1,922.0	2,214.0	-	-	2.5	56,161.0
2018	합계	4,263,868.0	10,049,607.0	4,910,849.0	5,138,758.0	9,765,623.0	4,773,899.0	4,991,724.0	283,984.0	136,950.0	147,034.0	-	-	2.3	1,416,131.0
2018	종로구	73,735.0	163,026.0	79,156.0	83,870.0	153,065.0	74,825.0	78,240.0	9,961.0	4,331.0	5,630.0	-	-	2.1	26,742.0
2018	중구	61,502.0	135,633.0	66,674.0	68,959.0	125,725.0	61,947.0	63,778.0	9,908.0	4,727.0	5,181.0	-	-	2.0	22,005.0
2018	용산구	108,974.0	245,090.0	119,766.0	125,324.0	228,999.0	110,640.0	118,359.0	16,091.0	9,126.0	6,965.0	-	-	2.1	37,640.0
2018	성동구	137,209.0	316,463.0	155,091.0	161,372.0	308,221.0	151,359.0	156,862.0	8,242.0	3,732.0	4,510.0	-	-	2.3	42,767.0
2018	광진구	162,606.0	371,063.0	179,527.0	191,536.0	355,559.0	172,794.0	182,765.0	15,504.0	6,733.0	8,771.0	-	-	2.2	45,619.0
2018	동대문구	161,820.0	364,338.0	179,774.0	184,564.0	348,052.0	173,567.0	174,485.0	16,286.0	6,207.0	10,079.0	-	-	2.2	57,165.0
2018	중랑구	180,511.0	408,147.0	202,448.0	205,699.0	403,209.0	200,419.0	202,790.0	4,938.0	2,029.0	2,909.0	-	-	2.2	61,830.0
2018	성북구	186,601.0	447,687.0	216,495.0	231,192.0	435,868.0	211,904.0	223,964.0	11,819.0	4,591.0	7,228.0	-	-	2.3	67,782.0
2018	강북구	143,395.0	322,915.0	157,522.0	165,393.0	319,164.0	156,071.0	163,093.0	3,751.0	1,451.0	2,300.0	-	-	2.2	58,196.0
2018	도봉구	138,087.0	341,649.0	167,043.0	174,606.0	339,413.0	166,160.0	173,253.0	2,236.0	883.0	1,353.0	-	-	2.5	55,964.0
2018	노원구	217,655.0	548,160.0	265,870.0	282,290.0	543,752.0	263,919.0	279,833.0	4,408.0	1,951.0	2,457.0	-	-	2.5	77,096.0
2018	은평구	205,001.0	487,666.0	235,600.0	252,066.0	483,197.0	233,702.0	249,495.0	4,469.0	1,898.0	2,571.0	-	-	2.4	77,420.0
2018	서대문구	138,549.0	323,080.0	153,816.0	169,264.0	310,313.0	149,569.0	160,744.0	12,767.0	4,247.0	8,520.0	-	-	2.2	50,456.0
2018	마포구	172,505.0	386,359.0	182,573.0	203,786.0	375,077.0	178,240.0	196,837.0	11,282.0	4,333.0	6,949.0	-	-	2.2	50,833.0
2018	양천구	176,498.0	468,145.0	230,457.0	237,688.0	464,185.0	228,634.0	235,551.0	3,960.0	1,823.0	2,137.0	-	-	2.6	58,045.0
2018	강서구	258,503.0	603,611.0	293,289.0	310,322.0	596,949.0	290,079.0	306,870.0	6,662.0	3,210.0	3,452.0	-	-	2.3	79,660.0
2018	구로구	172,457.0	438,486.0	219,949.0	218,537.0	404,497.0	200,417.0	204,080.0	33,989.0	19,532.0	14,457.0	-	-	2.4	61,801.0
2018	금천구	107,971.0	254,021.0	130,398.0	123,623.0	233,917.0	118,915.0	115,002.0	20,104.0	11,483.0	8,621.0	-	-	2.2	35,739.0
2018	영등포구	171,085.0	403,600.0	203,319.0	200,281.0	367,778.0	183,224.0	184,554.0	35,822.0	20,095.0	15,727.0	-	-	2.2	55,673.0
2018	동작구	177,176.0	409,385.0	198,458.0	210,927.0	396,203.0	192,533.0	203,670.0	13,182.0	5,925.0	7,257.0	-	-	2.2	59,479.0
2018	관악구	262,222.0	520,040.0	260,742.0	259,298.0	501,957.0	252,160.0	249,797.0	18,083.0	8,582.0	9,501.0	-	-	1.9	72,249.0
2018	서초구	172,918.0	438,163.0	209,977.0	228,186.0	433,951.0	207,868.0	226,083.0	4,212.0	2,109.0	2,103.0	-	-	2.5	54,751.0
2018	강남구	228,775.0	547,453.0	262,203.0	285,250.0	542,364.0	259,611.0	282,753.0	5,089.0	2,592.0	2,497.0	-	-	2.4	67,085.0
2018	송파구	270,866.0	673,507.0	326,849.0	346,658.0	666,635.0	323,526.0	343,109.0	6,872.0	3,323.0	3,549.0	-	-	2.5	81,364.0
2018	강동구	177,247.0	431,920.0	213,853.0	218,067.0	427,573.0	211,816.0	215,757.0	4,347.0	2,037.0	2,310.0	-	-	2.4	58,770.0
